AeroDyn airfoil file.  Compatible with AeroDyn v13.0.
Interpolated thickness: 0.841
   1  Number of airfoil tables in this file
     9990  Reynolds number in millions.  For efficiency, make very large if only one table.
  10.6681  Stall angle (deg)
        0  No longer used, enter zero
        0  No longer used, enter zero
        0  No longer used, enter zero
 -2.96232  Zero lift angle of attack (deg)
  1.64336  Cn slope for zero lift (dimensionless)
  0.39095  Cn at stall value for positive angle of attack
     -0.8  Cn at stall value for negative angle of attack
    -2.12  Angle of attack for minimum CD (deg)
 0.278973  Minimum CD value
-180.00    0.000  0.3000 -0.0001
-170.00    0.083  0.3086  0.0836
-160.00    0.165  0.3332 -0.0300
-150.00    0.148  0.3709 -0.0133
-140.00    0.138  0.4169 -0.0016
-130.00    0.123  0.4656  0.0098
-120.00    0.101  0.5106  0.0210
-110.00    0.072  0.5463  0.0314
-100.00    0.037  0.5681  0.0399
 -90.00    0.000  0.5730  0.0456
 -80.00   -0.037  0.5681  0.0497
 -70.00   -0.071  0.5463  0.0505
 -60.00   -0.101  0.5106  0.0485
 -50.00   -0.123  0.4656  0.0451
 -40.00   -0.138  0.4169  0.0423
 -30.00   -0.148  0.3709  0.0440
 -20.00   -0.165  0.3332  0.0601
 -10.00   -0.067  0.2989  0.0265
  -4.17   -0.015  0.2790 -0.0282
  -3.17    0.009  0.2790 -0.0287
  -2.12    0.034  0.2790 -0.0290
  -1.08    0.058  0.2790 -0.0294
  -0.05    0.083  0.2790 -0.0296
  -0.01    0.083  0.2790 -0.0296
   1.15    0.112  0.2790 -0.0299
   2.30    0.140  0.2791 -0.0301
   3.45    0.167  0.2792 -0.0302
   4.60    0.194  0.2792 -0.0302
   5.75    0.220  0.2793 -0.0300
   6.90    0.244  0.2794 -0.0296
   8.05    0.265  0.2796 -0.0283
  10.67    0.274  0.2822 -0.0220
  13.29    0.240  0.3007 -0.0204
  15.91    0.231  0.3122 -0.0221
  18.53    0.237  0.3236 -0.0249
  21.16    0.235  0.3379 -0.0294
  23.78    0.228  0.3478 -0.0351
  26.40    0.221  0.3577 -0.0409
  29.02    0.214  0.3676 -0.0466
  31.65    0.209  0.3789 -0.0508
  34.27    0.205  0.3909 -0.0542
  36.89    0.201  0.4029 -0.0577
  39.51    0.197  0.4149 -0.0611
  42.13    0.192  0.4275 -0.0640
  44.76    0.187  0.4402 -0.0669
  47.38    0.181  0.4529 -0.0697
  50.00    0.176  0.4656 -0.0726
  60.00    0.144  0.5106 -0.0822
  70.00    0.102  0.5463 -0.0907
  80.00    0.052  0.5681 -0.0976
  90.00    0.000  0.5730 -0.1026
 100.00   -0.037  0.5681 -0.1067
 110.00   -0.071  0.5463 -0.1075
 120.00   -0.101  0.5106 -0.1055
 130.00   -0.123  0.4656 -0.1021
 140.00   -0.138  0.4169 -0.0993
 150.00   -0.148  0.3709 -0.1010
 160.00   -0.165  0.3332 -0.1172
 170.00   -0.082  0.3086 -0.1047
 180.00    0.000  0.3000 -0.0001
