0.23000  0.239     12.010      45.490   7.15800e+06   3.63000e+07   2.90200e+06   3.76300e+08  0.000    0.574    6.984 -0.025      0.044      0.007    0.221   -0.002    0.109
0.25000  0.237     11.850      44.900   6.41900e+06   3.51600e+07   2.62200e+06   3.74000e+08  0.000    0.511    6.744 -0.034      0.044      0.009    0.219    0.000    0.108
0.27000  0.234     11.620      44.240   5.75300e+06   3.37000e+07   2.36500e+06   3.71700e+08  0.000    0.455    6.444 -0.046      0.044      0.011    0.214    0.002    0.105
0.29000  0.232     11.340      44.480   5.49100e+06   3.22900e+07   2.12900e+06   3.91200e+08  0.000    0.418    6.128 -0.060      0.045      0.013    0.203    0.005    0.096
0.31000  0.228     11.010      43.670   4.90300e+06   3.03900e+07   1.91100e+06   3.88400e+08  0.000    0.370    5.740 -0.076      0.045      0.016    0.196    0.008    0.092
0.33000  0.225     10.650      43.810   4.65000e+06   2.86800e+07   1.71400e+06   4.08000e+08  0.000    0.339    5.368 -0.094      0.045      0.018    0.184    0.011    0.084
0.35000  0.222     10.250      42.250   4.12900e+06   2.60600e+07   1.53200e+06   4.01400e+08  0.000    0.298    4.883 -0.112      0.045      0.020    0.171    0.014    0.077
0.37000  0.219      9.840      41.340   3.67600e+06   2.40700e+07   1.36700e+06   3.98400e+08  0.000    0.263    4.471 -0.131      0.045      0.021    0.163    0.016    0.073
0.39000  0.216      9.420      40.390   3.26800e+06   2.21300e+07   1.21600e+06   3.95200e+08  0.000    0.232    4.068 -0.150      0.045      0.023    0.156    0.019    0.071
0.41000  0.213      9.000      39.450   2.91100e+06   2.03400e+07   1.08300e+06   3.92000e+08  0.000    0.204    3.696 -0.170      0.045      0.024    0.147    0.020    0.066
0.43000  0.211      8.580      38.560   2.60600e+06   1.87300e+07   9.66900e+05   3.89200e+08  0.000    0.181    3.360 -0.188      0.046      0.025    0.139    0.021    0.062
0.45000  0.210      8.190      37.660   2.33100e+06   1.72500e+07   8.62300e+05   3.86200e+08  0.000    0.161    3.049 -0.206      0.046      0.025    0.133    0.022    0.059
0.47000  0.210      7.820      35.560   2.10100e+06   1.58800e+07   7.92800e+05   3.82600e+08  0.000    0.144    2.660 -0.222      0.046      0.024    0.122    0.021    0.056
0.49000  0.210      7.490      34.830   1.92900e+06   1.47200e+07   7.19000e+05   3.80100e+08  0.000    0.131    2.426 -0.237      0.048      0.023    0.116    0.021    0.052
0.51000  0.210      7.190      34.190   1.78600e+06   1.37900e+07   6.59300e+05   3.77800e+08  0.000    0.120    2.238 -0.253      0.050      0.022    0.111    0.020    0.048
0.53000  0.210      6.890      32.560   1.56000e+06   1.27600e+07   6.05900e+05   3.52700e+08  0.000    0.107    2.056 -0.269      0.053      0.022    0.109    0.020    0.047
0.55000  0.210      6.610      31.870   1.44000e+06   1.19400e+07   5.58200e+05   3.47600e+08  0.000    0.098    1.904 -0.285      0.056      0.021    0.105    0.020    0.045
0.57000  0.210      6.350      30.210   1.24700e+06   1.10100e+07   5.14100e+05   3.20700e+08  0.000    0.087    1.750 -0.301      0.059      0.021    0.104    0.020    0.045
0.59000  0.210      6.090      29.580   1.15200e+06   1.03600e+07   4.75200e+05   3.15900e+08  0.000    0.080    1.628 -0.318      0.063      0.021    0.100    0.019    0.042
0.61000  0.210      5.860      27.900   9.86500e+05   9.47800e+06   4.37000e+05   2.87700e+08  0.000    0.071    1.492 -0.334      0.067      0.020    0.100    0.019    0.043
0.63000  0.210      5.660      26.230   8.36400e+05   8.61900e+06   4.00800e+05   2.59500e+08  0.000    0.062    1.363 -0.351      0.071      0.020    0.101    0.019    0.046
0.65000  0.210      5.470      25.510   7.64900e+05   7.98000e+06   3.68000e+05   2.52300e+08  0.000    0.057    1.256 -0.367      0.075      0.019    0.098    0.018    0.045
0.67000  0.210      5.320      23.910   6.39200e+05   7.20600e+06   3.35200e+05   2.25900e+08  0.000    0.049    1.139 -0.384      0.079      0.018    0.099    0.017    0.048
0.69000  0.210      5.190      23.210   5.79700e+05   6.59000e+06   3.05000e+05   2.19300e+08  0.000    0.045    1.040 -0.400      0.083      0.018    0.096    0.017    0.047
0.71000  0.210      5.090      21.690   4.77300e+05   5.87600e+06   2.75900e+05   1.94600e+08  0.000    0.039    0.937 -0.417      0.086      0.017    0.096    0.016    0.050
0.73000  0.210      5.000      20.280   3.89200e+05   5.24800e+06   2.50400e+05   1.71400e+08  0.000    0.033    0.847 -0.434      0.090      0.017    0.097    0.016    0.054
0.75000  0.210      4.910      18.930   3.12200e+05   4.67900e+06   2.27000e+05   1.49300e+08  0.000    0.029    0.766 -0.451      0.093      0.017    0.098    0.015    0.059
0.77000  0.210      4.840      18.380   2.84300e+05   4.28700e+06   2.07200e+05   1.44800e+08  0.000    0.026    0.702 -0.468      0.097      0.016    0.096    0.015    0.057
0.79000  0.210      4.760      17.090   2.21600e+05   3.78400e+06   1.86300e+05   1.24300e+08  0.000    0.022    0.630 -0.485      0.100      0.016    0.097    0.015    0.064
0.81000  0.210      4.700      15.490   1.65400e+05   2.32800e+06   1.62800e+05   9.70600e+07  0.000    0.019    0.526 -0.502      0.104      0.015    0.091    0.014    0.045
0.83000  0.210      4.640      14.930   1.47500e+05   2.08700e+06   1.45200e+05   9.35400e+07  0.000    0.017    0.472 -0.519      0.107      0.015    0.088    0.014    0.043
0.85000  0.210      4.580      13.680   1.02200e+05   1.76200e+06   1.25600e+05   7.55200e+07  0.000    0.013    0.409 -0.536      0.111      0.014    0.089    0.013    0.051
0.87000  0.210      4.530      12.520   6.85900e+04   1.50800e+06   1.00800e+05   6.78700e+07  0.000    0.010    0.350 -0.553      0.114      0.014    0.088    0.013    0.051
0.89000  0.210      4.480      11.250   4.20600e+04   1.19300e+06   8.23600e+04   5.13200e+07  0.000    0.008    0.289 -0.570      0.117      0.013    0.088    0.012    0.062
0.91000  0.210      4.440      10.470   3.32000e+04   9.61400e+05   6.53900e+04   4.79200e+07  0.000    0.006    0.233 -0.586      0.120      0.012    0.082    0.011    0.058
0.93000  0.210      4.410       8.982   1.52900e+04   6.48300e+05   4.63400e+04   3.23400e+07  0.000    0.004    0.169 -0.603      0.123      0.011    0.078    0.011    0.072
0.95000  0.210      4.370       7.190   1.15200e+04   4.26000e+05   3.48500e+04   2.77800e+07  0.000    0.003    0.107 -0.619      0.126      0.010    0.068    0.009    0.062
0.97000  0.210      4.250       5.937   6.31100e+03   2.39500e+05   1.92200e+04   2.29400e+07  0.000    0.002    0.060 -0.636      0.130      0.008    0.057    0.008    0.052
0.99000  0.210      3.870       3.708   1.62700e+03   5.69800e+04   5.01000e+03   1.38300e+07  0.000    0.000    0.015 -0.653      0.132      0.005    0.042    0.005    0.042
1.00000  0.210      3.250       1.109   2.65800e+01   1.49500e+03   9.27000e+01   4.13400e+06  0.000    0.000    0.000 -0.661      0.119      0.002    0.013    0.002    0.013
---------------------- BLADE MODE SHAPES ---------------------------------------
0.0408403        BldFl1Sh(2) - Flap mode 1, coeff of x^2
0.989675         BldFl1Sh(3) -            , coeff of x^3
0.626283         BldFl1Sh(4) -            , coeff of x^4
-1.36052         BldFl1Sh(5) -            , coeff of x^5
0.703723         BldFl1Sh(6) -            , coeff of x^6
0.324556         BldFl2Sh(2) - Flap mode 2, coeff of x^2
-5.85716         BldFl2Sh(3) -            , coeff of x^3
11.8305          BldFl2Sh(4) -            , coeff of x^4
-11.305          BldFl2Sh(5) -            , coeff of x^5
6.00713          BldFl2Sh(6) -            , coeff of x^6
0.865643         BldEdgSh(2) - Edge mode 1, coeff of x^2
0.00572265       BldEdgSh(3) -            , coeff of x^3
1.36057          BldEdgSh(4) -            , coeff of x^4
-1.90108         BldEdgSh(5) -            , coeff of x^5
0.669145         BldEdgSh(6) -            , coeff of x^6
