--------------------------------------------------------------------------------
---------------------- FAST INDIVIDUAL BLADE FILE ------------------------------
Properties generated using NuMAD2PreComp2FASTBlade on 08-Oct-2018
---------------------- BLADE PARAMETERS ----------------------------------------
52               NBlInpSt    - Number of blade input stations (-)
F                CalcBMode   - Calculate blade mode shapes internally {T: ignore mode shapes from below, F: use mode shapes from below} [CURRENTLY IGNORED] (flag)
1.5              BldFlDmp(1) - Blade flap mode #1 structural damping in percent of critical (%%)
1.5              BldFlDmp(2) - Blade flap mode #2 structural damping in percent of critical (%%)
1.5              BldEdDmp(1) - Blade edge mode #1 structural damping in percent of critical (%%)
---------------------- BLADE ADJUSTMENT FACTORS --------------------------------
1                FlStTunr(1) - Blade flapwise modal stiffness tuner, 1st mode (-)
1                FlStTunr(2) - Blade flapwise modal stiffness tuner, 2nd mode (-)
1                AdjBlMs     - Factor to adjust blade mass density (-)
1                AdjFlSt     - Factor to adjust blade flap stiffness (-)
1                AdjEdSt     - Factor to adjust blade edge stiffness (-)
---------------------- DISTRIBUTED BLADE PROPERTIES ----------------------------
BlFract  AeroCent  StrcTwst  BMassDen  FlpStff       EdgStff       GJStff        EAStff        Alpha  FlpIner  EdgIner  PrecrvRef  PreswpRef  FlpcgOf  EdgcgOf  FlpEAOf  EdgEAOf
(-)      (-)       (deg)     (kg/m)    (Nm^2)        (Nm^2)        (Nm^2)        (N)           (-)    (kg m)   (kg m)   (m)        (m)        (m)      (m)      (m)      (m)
0.00000  0.254     12.100     354.100   1.29500e+08   1.28600e+08   5.17000e+07   3.79300e+09  0.000   11.240   11.150  0.000      0.000      0.000    0.002    0.000    0.002
0.01000  0.254     12.100     354.100   1.29500e+08   1.28600e+08   5.17000e+07   3.79300e+09  0.000   11.240   11.150 -0.001      0.003      0.000    0.002    0.000    0.002
0.03000  0.254     12.100     185.700   9.94400e+07   1.01800e+08   4.15400e+07   2.72700e+09  0.000    6.769    6.931 -0.003      0.009      0.000    0.003    0.000    0.003
0.05000  0.253     12.100      59.840   3.02400e+07   3.68300e+07   1.75400e+07   7.48800e+08  0.000    2.408    2.935 -0.005      0.014      0.000    0.009    0.000    0.009
0.07000  0.252     12.100      52.560   2.35000e+07   3.77000e+07   1.47600e+07   6.19600e+08  0.000    1.908    3.307 -0.006      0.019      0.000    0.031    0.000    0.029
0.09000  0.250     12.100      53.510   2.09800e+07   4.38000e+07   1.25400e+07   5.97300e+08  0.000    1.737    3.941 -0.008      0.025      0.000    0.055    0.000    0.053
0.11000  0.248     12.100      48.780   1.70500e+07   4.87100e+07   9.17300e+06   5.39800e+08  0.000    1.389    4.558 -0.009      0.030      0.001    0.094    0.001    0.089
0.13000  0.246     12.100      53.410   1.72400e+07   6.62600e+07   8.39000e+06   6.17800e+08  0.000    1.322    6.046 -0.010      0.034      0.002    0.131    0.001    0.123
0.15000  0.244     12.100      48.150   1.26100e+07   5.31200e+07   6.01900e+06   4.81000e+08  0.000    1.032    6.153 -0.012      0.038      0.003    0.161    0.001    0.134
0.17000  0.242     12.100      52.800   1.15100e+07   7.32400e+07   5.03900e+06   5.35800e+08  0.000    0.904    7.986 -0.013      0.041      0.005    0.218    0.002    0.183
0.19000  0.241     12.100      49.380   9.17000e+06   6.01300e+07   3.89600e+06   4.50000e+08  0.000    0.733    7.959 -0.016      0.043      0.006    0.236    0.000    0.170
0.21000  0.240     12.090      44.920   7.38700e+06   3.64800e+07   3.18800e+06   3.55600e+08  0.000    0.618    7.068 -0.019      0.044      0.006    0.227   -0.003    0.117
