AeroDyn airfoil file.  Compatible with AeroDyn v13.0.
Interpolated thickness: 0.172
   1  Number of airfoil tables in this file
     9990  Reynolds number in millions.  For efficiency, make very large if only one table.
  13.3275  Stall angle (deg)
        0  No longer used, enter zero
        0  No longer used, enter zero
        0  No longer used, enter zero
 -5.50459  Zero lift angle of attack (deg)
    6.088  Cn slope for zero lift (dimensionless)
  2.00102  Cn at stall value for positive angle of attack
     -0.8  Cn at stall value for negative angle of attack
    -4.09  Angle of attack for minimum CD (deg)
 0.00671691  Minimum CD value
-180.00    0.000  0.1887  0.0000
-170.00    0.401  0.2286  0.4000
-160.00    0.803  0.3429 -0.1378
-150.00    0.711  0.5174 -0.0619
-140.00    0.660  0.7296 -0.0069
-130.00    0.590  0.9522  0.0463
-120.00    0.484  1.1564  0.0982
-110.00    0.342  1.3149  0.1447
-100.00    0.175  1.4061  0.1811
 -90.00    0.000  1.4160  0.2026
 -80.00   -0.175  1.4061  0.2236
 -70.00   -0.342  1.3149  0.2287
 -60.00   -0.484  1.1564  0.2205
 -50.00   -0.590  0.9522  0.2049
 -40.00   -0.660  0.7296  0.1911
 -30.00   -0.711  0.5174  0.1964
 -20.00   -0.802  0.3427  0.2701
 -10.00   -0.266  0.1047  0.0539
  -6.04   -0.075  0.0106 -0.1431
  -5.04    0.046  0.0073 -0.1546
  -4.09    0.151  0.0067 -0.1580
  -3.02    0.266  0.0068 -0.1592
  -2.02    0.372  0.0069 -0.1599
  -1.03    0.477  0.0070 -0.1603
  -0.00    0.585  0.0072 -0.1613
   0.69    0.661  0.0074 -0.1608
   1.39    0.734  0.0077 -0.1610
   2.08    0.807  0.0080 -0.1618
   2.77    0.879  0.0083 -0.1612
   3.47    0.950  0.0086 -0.1606
   4.16    1.020  0.0089 -0.1600
   6.45    1.198  0.0128 -0.1500
   8.74    1.348  0.0187 -0.1381
  11.04    1.485  0.0269 -0.1272
  13.33    1.530  0.0573 -0.1170
  15.62    1.337  0.1984 -0.1312
  17.91    1.245  0.2738 -0.1395
  20.20    1.146  0.3464 -0.1726
  22.50    1.115  0.3864 -0.1949
  24.79    1.085  0.4265 -0.2173
  27.08    1.055  0.4665 -0.2396
  29.37    1.024  0.5066 -0.2618
  31.66    1.004  0.5527 -0.2781
  33.96    0.987  0.6014 -0.2918
  36.25    0.970  0.6500 -0.3056
  38.54    0.954  0.6986 -0.3194
  40.83    0.935  0.7481 -0.3324
  43.12    0.911  0.7991 -0.3438
  45.42    0.888  0.8502 -0.3553
  47.71    0.865  0.9012 -0.3668
  50.00    0.842  0.9522 -0.3783
  60.00    0.691  1.1564 -0.4218
  70.00    0.489  1.3149 -0.4586
  80.00    0.250  1.4061 -0.4870
  90.00    0.000  1.4160 -0.5054
 100.00   -0.175  1.4061 -0.5265
 110.00   -0.342  1.3149 -0.5316
 120.00   -0.484  1.1564 -0.5234
 130.00   -0.590  0.9522 -0.5078
 140.00   -0.660  0.7296 -0.4940
 150.00   -0.711  0.5174 -0.4993
 160.00   -0.803  0.3429 -0.5733
 170.00   -0.401  0.2286 -0.5000
 180.00    0.000  0.1887  0.0000
