AeroDyn airfoil file.  Compatible with AeroDyn v13.0.
Interpolated thickness: 0.995
   1  Number of airfoil tables in this file
     9990  Reynolds number in millions.  For efficiency, make very large if only one table.
  10.6264  Stall angle (deg)
        0  No longer used, enter zero
        0  No longer used, enter zero
        0  No longer used, enter zero
 -0.40704  Zero lift angle of attack (deg)
 0.390617  Cn slope for zero lift (dimensionless)
 0.0752208  Cn at stall value for positive angle of attack
     -0.8  Cn at stall value for negative angle of attack
    -2.12  Angle of attack for minimum CD (deg)
 0.347766  Minimum CD value
-180.00    0.000  0.3484 -0.0001
-170.00    0.003  0.3487  0.0025
-160.00    0.005  0.3495 -0.0010
-150.00    0.005  0.3507 -0.0005
-140.00    0.004  0.3521 -0.0001
-130.00    0.004  0.3536  0.0002
-120.00    0.003  0.3550  0.0006
-110.00    0.002  0.3562  0.0009
-100.00    0.001  0.3569  0.0012
 -90.00    0.000  0.3570  0.0013
 -80.00   -0.001  0.3569  0.0015
 -70.00   -0.002  0.3562  0.0015
 -60.00   -0.003  0.3550  0.0014
 -50.00   -0.004  0.3536  0.0013
 -40.00   -0.004  0.3521  0.0012
 -30.00   -0.005  0.3507  0.0013
 -20.00   -0.005  0.3495  0.0018
 -10.00   -0.002  0.3484  0.0007
  -4.17   -0.000  0.3478 -0.0010
  -3.17    0.000  0.3478 -0.0010
  -2.12    0.001  0.3478 -0.0010
  -1.08    0.002  0.3478 -0.0010
  -0.05    0.003  0.3478 -0.0010
  -0.00    0.003  0.3478 -0.0010
   1.14    0.004  0.3478 -0.0010
   2.29    0.004  0.3478 -0.0010
   3.43    0.005  0.3478 -0.0010
   4.57    0.006  0.3478 -0.0010
   5.72    0.007  0.3478 -0.0010
   6.86    0.008  0.3478 -0.0010
   8.00    0.008  0.3478 -0.0010
  10.63    0.009  0.3479 -0.0008
  13.25    0.008  0.3484 -0.0007
  15.88    0.007  0.3488 -0.0008
  18.50    0.008  0.3492 -0.0009
  21.13    0.007  0.3496 -0.0010
  23.75    0.007  0.3499 -0.0012
  26.38    0.007  0.3502 -0.0014
  29.00    0.007  0.3505 -0.0016
  31.63    0.007  0.3509 -0.0017
  34.25    0.007  0.3513 -0.0018
  36.88    0.006  0.3517 -0.0019
  39.50    0.006  0.3520 -0.0020
  42.13    0.006  0.3524 -0.0021
  44.75    0.006  0.3528 -0.0022
  47.38    0.006  0.3532 -0.0023
  50.00    0.006  0.3536 -0.0024
  60.00    0.005  0.3550 -0.0027
  70.00    0.003  0.3562 -0.0029
  80.00    0.002  0.3569 -0.0032
  90.00    0.000  0.3570 -0.0033
 100.00   -0.001  0.3569 -0.0034
 110.00   -0.002  0.3562 -0.0035
 120.00   -0.003  0.3550 -0.0034
 130.00   -0.004  0.3536 -0.0033
 140.00   -0.004  0.3521 -0.0032
 150.00   -0.005  0.3507 -0.0033
 160.00   -0.005  0.3495 -0.0038
 170.00   -0.002  0.3487 -0.0034
 180.00    0.000  0.3484 -0.0001
