AeroDyn airfoil file.  Compatible with AeroDyn v13.0.
Interpolated thickness: 0.591
   1  Number of airfoil tables in this file
     9990  Reynolds number in millions.  For efficiency, make very large if only one table.
   10.736  Stall angle (deg)
        0  No longer used, enter zero
        0  No longer used, enter zero
        0  No longer used, enter zero
 -3.35849  Zero lift angle of attack (deg)
  3.69017  Cn slope for zero lift (dimensionless)
 0.907765  Cn at stall value for positive angle of attack
     -0.8  Cn at stall value for negative angle of attack
    -2.12  Angle of attack for minimum CD (deg)
 0.167295  Minimum CD value
-180.00    0.000  0.2213 -0.0001
-170.00    0.212  0.2434  0.2152
-160.00    0.425  0.3069 -0.0771
-150.00    0.382  0.4039 -0.0340
-140.00    0.354  0.5222 -0.0039
-130.00    0.317  0.6472  0.0253
-120.00    0.260  0.7630  0.0541
-110.00    0.184  0.8549  0.0809
-100.00    0.094  0.9111  0.1029
 -90.00    0.000  0.9237  0.1173
 -80.00   -0.094  0.9111  0.1280
 -70.00   -0.184  0.8549  0.1299
 -60.00   -0.260  0.7630  0.1249
 -50.00   -0.317  0.6472  0.1162
 -40.00   -0.354  0.5222  0.1091
 -30.00   -0.382  0.4039  0.1133
 -20.00   -0.423  0.3068  0.1547
 -10.00   -0.173  0.2187  0.0683
  -4.17   -0.039  0.1674 -0.0725
  -3.17    0.023  0.1674 -0.0736
  -2.12    0.086  0.1673 -0.0744
  -1.08    0.150  0.1673 -0.0754
  -0.05    0.214  0.1674 -0.0759
  -0.03    0.214  0.1674 -0.0759
   1.16    0.289  0.1675 -0.0766
   2.32    0.360  0.1676 -0.0772
   3.48    0.430  0.1677 -0.0776
   4.64    0.499  0.1679 -0.0775
   5.80    0.566  0.1681 -0.0770
   6.96    0.629  0.1684 -0.0759
   8.12    0.680  0.1688 -0.0727
  10.74    0.704  0.1756 -0.0565
  13.35    0.616  0.2233 -0.0522
  15.97    0.595  0.2527 -0.0568
  18.59    0.608  0.2821 -0.0639
  21.21    0.605  0.3190 -0.0755
  23.82    0.587  0.3444 -0.0902
  26.44    0.569  0.3698 -0.1049
  29.06    0.551  0.3952 -0.1197
  31.68    0.538  0.4242 -0.1305
  34.29    0.528  0.4551 -0.1393
  36.91    0.518  0.4860 -0.1482
  39.53    0.508  0.5169 -0.1570
  42.15    0.494  0.5493 -0.1645
  44.76    0.480  0.5819 -0.1719
  47.38    0.467  0.6146 -0.1792
  50.00    0.453  0.6472 -0.1865
  60.00    0.371  0.7630 -0.2114
  70.00    0.263  0.8549 -0.2331
  80.00    0.135  0.9111 -0.2509
  90.00    0.000  0.9237 -0.2637
 100.00   -0.094  0.9111 -0.2743
 110.00   -0.184  0.8549 -0.2763
 120.00   -0.260  0.7630 -0.2712
 130.00   -0.317  0.6472 -0.2626
 140.00   -0.354  0.5222 -0.2554
 150.00   -0.382  0.4039 -0.2596
 160.00   -0.425  0.3069 -0.3014
 170.00   -0.212  0.2434 -0.2691
 180.00    0.000  0.2213 -0.0001
