AeroDyn airfoil file.  Compatible with AeroDyn v13.0.
Interpolated thickness: 0.988
   1  Number of airfoil tables in this file
     9990  Reynolds number in millions.  For efficiency, make very large if only one table.
  10.6283  Stall angle (deg)
        0  No longer used, enter zero
        0  No longer used, enter zero
        0  No longer used, enter zero
 -0.83291  Zero lift angle of attack (deg)
 0.447883  Cn slope for zero lift (dimensionless)
 0.0895922  Cn at stall value for positive angle of attack
     -0.8  Cn at stall value for negative angle of attack
    -2.12  Angle of attack for minimum CD (deg)
 0.344639  Minimum CD value
-180.00    0.000  0.3462 -0.0001
-170.00    0.006  0.3469  0.0062
-160.00    0.013  0.3487 -0.0024
-150.00    0.011  0.3516 -0.0011
-140.00    0.010  0.3550 -0.0002
-130.00    0.009  0.3587  0.0006
-120.00    0.008  0.3621  0.0015
-110.00    0.005  0.3648  0.0023
-100.00    0.003  0.3665  0.0029
 -90.00    0.000  0.3668  0.0034
 -80.00   -0.003  0.3665  0.0037
 -70.00   -0.005  0.3648  0.0037
 -60.00   -0.008  0.3621  0.0036
 -50.00   -0.009  0.3587  0.0033
 -40.00   -0.010  0.3550  0.0031
 -30.00   -0.011  0.3516  0.0032
 -20.00   -0.012  0.3487  0.0044
 -10.00   -0.005  0.3462  0.0019
  -4.17   -0.001  0.3446 -0.0022
  -3.17    0.001  0.3446 -0.0023
  -2.12    0.003  0.3446 -0.0023
  -1.08    0.004  0.3446 -0.0023
  -0.05    0.006  0.3446 -0.0023
  -0.00    0.006  0.3446 -0.0023
   1.14    0.009  0.3446 -0.0024
   2.29    0.011  0.3447 -0.0024
   3.43    0.013  0.3447 -0.0024
   4.57    0.015  0.3447 -0.0024
   5.72    0.017  0.3447 -0.0024
   6.86    0.019  0.3447 -0.0023
   8.00    0.020  0.3447 -0.0022
  10.63    0.021  0.3449 -0.0018
  13.25    0.018  0.3463 -0.0016
  15.88    0.018  0.3472 -0.0018
  18.50    0.018  0.3480 -0.0020
  21.13    0.018  0.3491 -0.0023
  23.75    0.017  0.3498 -0.0027
  26.38    0.017  0.3506 -0.0032
  29.00    0.016  0.3513 -0.0036
  31.63    0.016  0.3522 -0.0039
  34.25    0.016  0.3531 -0.0042
  36.88    0.015  0.3540 -0.0044
  39.50    0.015  0.3549 -0.0047
  42.13    0.015  0.3559 -0.0049
  44.75    0.014  0.3568 -0.0051
  47.38    0.014  0.3578 -0.0053
  50.00    0.013  0.3587 -0.0056
  60.00    0.011  0.3621 -0.0063
  70.00    0.008  0.3648 -0.0069
  80.00    0.004  0.3665 -0.0075
  90.00    0.000  0.3668 -0.0078
 100.00   -0.003  0.3665 -0.0081
 110.00   -0.005  0.3648 -0.0082
 120.00   -0.008  0.3621 -0.0080
 130.00   -0.009  0.3587 -0.0078
 140.00   -0.010  0.3550 -0.0076
 150.00   -0.011  0.3516 -0.0077
 160.00   -0.012  0.3487 -0.0089
 170.00   -0.006  0.3469 -0.0080
 180.00    0.000  0.3462 -0.0001
