AeroDyn airfoil file.  Compatible with AeroDyn v13.0.
Interpolated thickness: 0.963
   1  Number of airfoil tables in this file
     9990  Reynolds number in millions.  For efficiency, make very large if only one table.
   10.635  Stall angle (deg)
        0  No longer used, enter zero
        0  No longer used, enter zero
        0  No longer used, enter zero
 -1.74424  Zero lift angle of attack (deg)
  0.65215  Cn slope for zero lift (dimensionless)
 0.140903  Cn at stall value for positive angle of attack
     -0.8  Cn at stall value for negative angle of attack
    -2.12  Angle of attack for minimum CD (deg)
 0.333472  Minimum CD value
-180.00    0.000  0.3384 -0.0001
-170.00    0.019  0.3404  0.0194
-160.00    0.039  0.3461 -0.0071
-150.00    0.035  0.3549 -0.0032
-140.00    0.032  0.3656 -0.0004
-130.00    0.029  0.3769  0.0022
-120.00    0.024  0.3874  0.0048
-110.00    0.017  0.3957  0.0072
-100.00    0.009  0.4008  0.0092
 -90.00    0.000  0.4019  0.0105
 -80.00   -0.008  0.4008  0.0115
 -70.00   -0.017  0.3957  0.0117
 -60.00   -0.023  0.3874  0.0112
 -50.00   -0.029  0.3769  0.0104
 -40.00   -0.032  0.3656  0.0098
 -30.00   -0.034  0.3549  0.0102
 -20.00   -0.038  0.3461  0.0139
 -10.00   -0.016  0.3381  0.0061
  -4.17   -0.003  0.3335 -0.0066
  -3.17    0.002  0.3335 -0.0067
  -2.12    0.008  0.3335 -0.0068
  -1.08    0.014  0.3335 -0.0069
  -0.05    0.019  0.3335 -0.0070
  -0.00    0.019  0.3335 -0.0070
   1.14    0.026  0.3335 -0.0070
   2.29    0.033  0.3335 -0.0071
   3.43    0.039  0.3335 -0.0071
   4.58    0.045  0.3335 -0.0071
   5.72    0.051  0.3335 -0.0071
   6.87    0.057  0.3336 -0.0070
   8.01    0.062  0.3336 -0.0067
  10.64    0.064  0.3342 -0.0052
  13.26    0.056  0.3385 -0.0048
  15.88    0.054  0.3412 -0.0052
  18.51    0.055  0.3439 -0.0059
  21.13    0.055  0.3472 -0.0069
  23.76    0.053  0.3495 -0.0083
  26.38    0.052  0.3518 -0.0096
  29.01    0.050  0.3541 -0.0109
  31.63    0.049  0.3567 -0.0119
  34.25    0.048  0.3595 -0.0127
  36.88    0.047  0.3623 -0.0135
  39.50    0.046  0.3651 -0.0143
  42.13    0.045  0.3680 -0.0150
  44.75    0.044  0.3710 -0.0156
  47.38    0.042  0.3739 -0.0163
  50.00    0.041  0.3769 -0.0170
  60.00    0.034  0.3874 -0.0192
  70.00    0.024  0.3957 -0.0212
  80.00    0.012  0.4008 -0.0228
  90.00    0.000  0.4019 -0.0239
 100.00   -0.008  0.4008 -0.0249
 110.00   -0.017  0.3957 -0.0251
 120.00   -0.023  0.3874 -0.0246
 130.00   -0.029  0.3769 -0.0238
 140.00   -0.032  0.3656 -0.0232
 150.00   -0.034  0.3549 -0.0236
 160.00   -0.038  0.3461 -0.0274
 170.00   -0.019  0.3404 -0.0244
 180.00    0.000  0.3384 -0.0001
