MODE # 1 

Frequency: 3.627731e-01: 
Damping 2.348070e+00: 

0 deg Mode Shape:
U_x          U_y          U_z          theta_x     theta_y     theta_z 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	
0.000000 	-0.000000 	0.000002 	0.000000 	-0.000013 	-0.000000 	
0.000000 	-0.000000 	0.000003 	0.000000 	-0.000017 	-0.000000 	
0.000000 	-0.000000 	0.000005 	0.000000 	-0.000021 	-0.000000 	
0.000000 	-0.000000 	0.000008 	0.000000 	-0.000026 	-0.000000 	
0.000000 	-0.000000 	0.000011 	0.000000 	-0.000030 	-0.000000 	
0.000000 	-0.000000 	0.000014 	0.000000 	-0.000034 	-0.000000 	
0.000000 	-0.000000 	0.000041 	0.000001 	-0.000063 	-0.000000 	
0.000000 	-0.000000 	0.000050 	0.000001 	-0.000071 	-0.000000 	
0.000000 	-0.000000 	0.000057 	0.000001 	-0.000078 	-0.000000 	
0.000000 	0.000001 	0.000444 	0.000014 	-0.000235 	0.000002 	
0.000001 	0.000005 	0.000842 	0.000032 	-0.000341 	0.000003 	
0.000002 	0.000008 	0.001381 	0.000041 	-0.000475 	0.000001 	
0.000010 	0.000001 	0.002755 	0.000058 	-0.000829 	-0.000010 	
0.000015 	-0.000021 	0.003979 	0.000095 	-0.001135 	-0.000026 	
0.000026 	-0.000091 	0.006373 	0.000153 	-0.001604 	-0.000056 	
0.000042 	-0.000272 	0.010925 	0.000304 	-0.002280 	-0.000102 	
0.000040 	-0.000615 	0.018064 	0.000501 	-0.003123 	-0.000159 	
0.000030 	-0.000872 	0.022955 	0.000619 	-0.003625 	-0.000193 	
0.000007 	-0.001324 	0.031157 	0.000812 	-0.004388 	-0.000245 	
-0.000037 	-0.001893 	0.041016 	0.001055 	-0.005250 	-0.000303 	
-0.000234 	-0.002624 	0.052828 	0.001282 	-0.006312 	-0.000374 	
-0.000234 	-0.003481 	0.067075 	0.001536 	-0.007582 	-0.000462 	
-0.000251 	-0.005716 	0.103767 	0.002089 	-0.010327 	-0.000627 	
-0.000407 	-0.006561 	0.117276 	0.002304 	-0.011274 	-0.000675 	
